state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
--,Fox News/Beacon Research/Shaw & Co. Research,,4/5/2020,4/7/2020,4/9/2020 18:21:00,1107,rv,Live Phone,42,42,0,,,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020,TRUE,
--,Change Research,CNBC,2/4/2020,4/3/2020,4/9/2020 14:21:00,1200,lv,Online,43,45,-2,,,https://drive.google.com/file/d/11tr43zskMeuEcZmhrdqfSdVd2nxfkHyR/view,TRUE,
--,YouGov,Yahoo,4/6/2020,4/7/2020,4/9/2020 13:19:00,1139,rv,Online,49,40,9,,,https://docs.cdn.yougov.com/1ayt0i64g6/20200408_yahoo_coronavirus.pdf,TRUE,
--,SSRS,CNN,4/3/2020,4/6/2020,4/9/2020 11:03:00,875,rv,Live Phone,53,42,11,,,https://cdn.cnn.com/cnn/2020/images/04/09/rel4c.-.2020.pdf,TRUE,
--,Monmouth University,,4/3/2020,4/7/2020,4/9/2020 10:01:00,743,rv,Live Phone,48,44,4,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_040920.pdf/,TRUE,
--,Quinnipiac University,,4/2/2020,4/6/2020,4/8/2020 14:02:00,2077,rv,Live Phone,49,41,8,,,https://poll.qu.edu/national/release-detail?ReleaseID=3658,TRUE,
--,NBC News/Wall Street Journal,,4/3/2020,4/6/2020,4/8/2020 12:10:00,604,rv,Live Phone,44,39,5,,,https://pos.org/wp-content/uploads/2020/04/FI12869a-CNBC-AAES-Q1-Topline.pdf,TRUE,
--,YouGov,Economist,4/5/2020,4/7/2020,4/8/2020 10:02:00,1147,rv,Online,48,42,6,,,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf,TRUE,
--,Ipsos,Reuters,4/6/2020,4/7/2020,4/8/2020 9:36:00,959,rv,Online,43,37,6,,,https://www.reuters.com/article/us-health-coronavirus-trump-politics-ins/trump-holds-support-of-political-base-in-virus-prone-states-idUSKBN21Q19Q,TRUE,
--,Research Co.,,3/4/2020,4/3/2020,4/8/2020 9:04:00,1000,a,Online,45,40,5,,,https://researchco.ca/2020/04/08/us-presidential-race/,TRUE,
--,Morning Consult,,3/30/2020,4/5/2020,4/7/2020 6:35:00,15493,rv,Online,46,42,4,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
--,IBD/TIPP,,3/29/2020,4/1/2020,4/6/2020 16:49:00,980,rv,Online,47,41,6,,,https://projects.fivethirtyeight.com/polls/20200407_National.xlsx,TRUE,
FL,University of North Florida,,3/31/2020,4/4/2020,4/6/2020 6:09:00,3244,rv,Live Phone,46,40,6,,,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20COVID-19%20Survey.pdf,TRUE,
MI,Spry Strategies,American Principles Project,3/30/2020,4/1/2020,4/3/2020 19:35:00,602,lv,Automated Phone,46,46,0,,,https://americanprinciplesproject.org/wp-content/uploads/2020/04/Michigan-April-2020-Poll.pdf,TRUE,
GA,Battleground Connect,,3/31/2020,4/1/2020,4/3/2020 11:04:00,1035,lv,IVR/Live Phone,46,48,-2,,,https://projects.fivethirtyeight.com/polls/20200403_GA.pdf,TRUE,
MI,Public Policy Polling,Progress Michigan,3/31/2020,4/1/2020,4/2/2020 16:57:00,1019,rv,IVR,48,45,3,,,https://progressmichigan.org/wp-content/uploads/2020/04/LE-Newsletter-Issue1.pdf,TRUE,
--,Echelon Insights,,3/20/2020,3/24/2020,4/2/2020 10:49:00,1000,rv,Online,50,41,9,,,https://twitter.com/EchelonInsights/status/1245724014007537665,TRUE,
--,Change Research,,3/26/2020,3/28/2020,4/1/2020 14:00:00,1845,lv,Online,49,43,6,,,https://www.changeresearch.com/post/national-poll-on-coronavirus,TRUE,
WI,Marquette University Law School,,3/24/2020,3/29/2020,4/1/2020 13:18:00,813,rv,Live Phone,48,45,3,,,https://law.marquette.edu/poll/wp-content/uploads/2020/04/MLSP59Toplines.pdf,TRUE,
CA,Public Policy Polling,Strother Nuckels Strategies,3/28/2020,3/29/2020,4/1/2020 12:55:00,962,rv,Automated Phone,67,29,38,,,https://www.strother-nuckels.com/wp-content/uploads/2020/03/CaliforniaResults1.pdf,TRUE,
--,YouGov,Economist,3/29/2020,3/31/2020,4/1/2020 9:28:00,1194,rv,Online,46,42,4,,,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,TRUE,
--,RMG Research,ScottRasmussen.com,3/26/2020,3/28/2020,4/1/2020 9:04:00,1000,rv,IVR/Online,45,40,5,,,https://scottrasmussen.com/biden-45-trump-40/,TRUE,
--,Selzer & Co.,Grinnell College,3/27/2020,3/30/2020,4/1/2020 6:06:00,777,lv,Live Phone,47,43,4,,,https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,TRUE,
--,Ipsos,Reuters,3/30/2020,3/31/2020,3/31/2020 19:15:00,930,rv,Online,46,40,6,,,https://www.reuters.com/article/us-usa-election-poll/with-2020-race-all-but-halted-over-coronavirus-biden-quietly-widens-lead-over-trump-reuters-ipsos-poll-idUSKBN21I3K6,TRUE,
--,Morning Consult,,3/23/2020,3/29/2020,3/30/2020 18:38:00,17323,rv,Online,46,42,4,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
--,The Harris Poll,Harvard,3/24/2020,3/26/2020,3/30/2020 12:41:00,1209,rv,Online,55,45,10,,,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Topline.pdf,TRUE,
NY,Siena College,,3/22/2020,3/26/2020,3/30/2020 5:56:00,566,rv,Live Phone,58,33,25,,,https://scri.siena.edu/wp-content/uploads/2020/03/SNY0320-Crosstabs.pdf,TRUE,
--,ABC News/Washington Post,,3/22/2020,3/25/2020,3/29/2020 0:05:00,1003,a,Live Phone,50,44,6,,,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,TRUE,
--,ABC News/Washington Post,,3/22/2020,3/25/2020,3/29/2020 0:05:00,845,rv,Live Phone,49,47,2,,,https://docs.google.com/spreadsheets/d/1SI661NEVFDByCA6rjt9dOqNHT37N4tbUJeug72qT9Y4/edit,TRUE,
--,YouGov,Yahoo,3/25/2020,3/26/2020,3/27/2020 19:59:00,1169,rv,Online,46,40,6,,,https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,TRUE,
--,Fox News/Beacon Research/Shaw & Co. Research,,3/21/2020,3/24/2020,3/27/2020 17:59:00,1011,rv,Live Phone,49,40,9,,,https://www.scribd.com/document/453593148/Complete-results-Fox-News-Poll-March-21-24-2020,TRUE,
PA,Hodas & Associates,Restoration PAC,3/19/2020,3/21/2020,3/27/2020 6:21:00,600,rv,Live Phone,45,47,-2,,,https://www.restorationofamerica.com/reelection_index_release,TRUE,
WI,Hodas & Associates,Restoration PAC,3/17/2020,3/19/2020,3/27/2020 6:20:00,600,rv,Live Phone,45,49,-4,,,https://www.restorationofamerica.com/reelection_index_release,TRUE,
MI,Hodas & Associates,Restoration PAC,3/12/2020,3/16/2020,3/27/2020 6:20:00,600,rv,Live Phone,50,44,6,,,https://www.restorationofamerica.com/reelection_index_release,TRUE,
OH,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,1025,rv,Online,43,47,-4,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,TRUE,
MI,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,997,rv,Online,47,42,5,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,TRUE,
PA,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,973,rv,Online,45,47,-2,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,TRUE,
WI,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,822,rv,Online,45,45,0,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,TRUE,
MI,Marketing Resource Group (MRG),,3/16/2020,3/20/2020,3/25/2020 10:20:00,600,lv,Live Phone,44,41,3,,,https://www.mrgmi.com/2020/03/25/ballot-test-race-for-the-white-house-within-the-margin-of-error-with-biden-on-top/,TRUE,
--,YouGov,Economist,3/22/2020,3/24/2020,3/25/2020 9:08:00,1170,rv,Online,46,42,4,,,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,TRUE,
--,Monmouth University,,3/18/2020,3/22/2020,3/24/2020 11:04:00,754,rv,Live Phone,48,45,3,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032420.pdf/,TRUE,
--,Morning Consult,,3/16/2020,3/22/2020,3/24/2020 6:14:00,18136,rv,Online,47,42,5,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
--,Hofstra University,,3/5/2020,3/12/2020,3/19/2020 8:13:00,1500,lv,Online,51,49,2,,,https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-0320.pdf,TRUE,
CT,Sacred Heart University,Hartford Courant,2/24/2020,3/12/2020,3/19/2020 8:13:00,1000,a,Live Phone/Online,52,36,16,,,https://www.sacredheart.edu/media/shu-media/institute-for-public-policy/GreatBlue-Sacred-Heart-University-Pioneer-Poll-Report-March-2020.pdf,TRUE,
--,YouGov,Economist,3/15/2020,3/17/2020,3/18/2020 9:40:00,1129,rv,Online,48,41,7,,,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,TRUE,
--,Ipsos,Reuters,3/13/2020,3/16/2020,3/17/2020 9:34:00,955,rv,Online,46,37,9,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_17_2020.pdf,TRUE,
--,Morning Consult,,3/11/2020,3/15/2020,3/17/2020 5:56:00,9979,rv,Online,48,42,6,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
FL,AtlasIntel,,3/14/2020,3/16/2020,3/16/2020 22:57:00,1100,rv,Online,45,45,0,,,https://projects.fivethirtyeight.com/polls/20200316_FL.pdf,TRUE,
--,RMG Research,One America News Network,3/13/2020,3/15/2020,3/16/2020 18:08:00,1000,rv,Online,47,43,4,,,https://www.oann.com/npo-survey/,TRUE,
FL,Latino Decisions,Univision,3/6/2020,3/12/2020,3/16/2020 12:07:00,1071,rv,Live Phone/Online,45,48,-3,,,https://st1.uvnimg.com/11/92/701333304b6daa2b6b01e98571db/univisionpolling-march-florida-statewide-final.pdf,TRUE,
AZ,Marist College,NBC News,3/10/2020,3/15/2020,3/16/2020 12:00:00,2523,rv,Live Phone,47,46,1,,,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_AZ-NOS-and-Tables_2003160825.pdf,TRUE,
OH,Marist College,NBC News,3/10/2020,3/13/2020,3/16/2020 12:00:00,1710,rv,Live Phone,49,45,4,,,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_OH-NOS-and-Tables_2003150954.pdf,TRUE,
AZ,Monmouth University,,3/11/2020,3/14/2020,3/16/2020 6:56:00,847,rv,Live Phone,46,43,3,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_az_031620.pdf/,TRUE,
--,NBC News/Wall Street Journal,,3/11/2020,3/13/2020,3/15/2020 8:54:00,900,rv,Live Phone,52,43,9,,,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html,TRUE,
AZ,Climate Nexus,,2/11/2020,2/15/2020,3/13/2020 17:16:00,539,rv,Online,42,46,-4,,,https://climatenexus.org/wp-content/uploads/2015/09/Arizona-Poll-Toplines.pdf,TRUE,
AZ,Latino Decisions,Univision | Arizona State,3/6/2020,3/11/2020,3/13/2020 9:58:00,1036,rv,Live Phone/Online,50,42,8,,,https://st1.uvnimg.com/07/2e/d0d9a91c4000996d8bcc95b85319/univisionpolling-march-arizona.pdf,TRUE,
AZ,OH Predictive Insights,MBQF,3/3/2020,3/4/2020,3/13/2020 8:54:00,600,lv,IVR/Live Phone,49,43,6,,,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0F5B83CC85AF5F812540EF23F30FEDED/BD86063377B5C14A16FB8100885F948E,TRUE,
--,YouGov,Yahoo,3/10/2020,3/11/2020,3/12/2020 16:45:00,1240,rv,Online,45,41,4,,,https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf,TRUE,
--,Civiqs,Daily Kos,3/8/2020,3/11/2020,3/12/2020 12:41:00,1441,rv,Online,48,46,2,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03_y54g2h2.pdf,TRUE,
WI,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1727,rv,IVR,48,45,3,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/WisconsinGeneralResults.pdf,TRUE,
KS,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1567,rv,IVR,40,52,-12,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/KansasResults.pdf,TRUE,
IA,Selzer & Co.,Des Moines Register | Mediacom,3/2/2020,3/6/2020,3/11/2020 20:43:00,667,lv,Live Phone,41,51,-10,,,https://www.desmoinesregister.com/story/news/politics/2020/03/11/trump-approval-favorable-ratings-break-even-iowa-poll/5000775002/,TRUE,
OK,Amber Integrated,,3/5/2020,3/8/2020,3/11/2020 16:04:00,500,lv,Live Phone/Online,33,57,-24,,,https://projects.fivethirtyeight.com/polls/20200311_OK.pdf,TRUE,
--,YouGov,Economist,3/8/2020,3/10/2020,3/11/2020 9:14:00,1191,rv,Online,47,43,4,,,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,TRUE,
WA,SurveyUSA,KING TV (Seattle),3/4/2020,3/6/2020,3/10/2020 23:28:00,992,rv,Online,57,34,23,,,http://www.surveyusa.com/client/PollReport.aspx?g=617c3b33-8fa1-472b-84b6-a8f35f8da814,TRUE,
--,The Harris Poll,Harvard,2/26/2020,2/28/2020,3/10/2020 13:40:00,651,rv,Online,55,45,10,,,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Topline.pdf,TRUE,
--,Ipsos,Reuters,3/6/2020,3/9/2020,3/10/2020 12:08:00,956,rv,Online,44,42,2,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_09_2020.pdf,TRUE,
FL,Florida Atlantic University,,3/5/2020,3/7/2020,3/10/2020 8:10:00,1216,rv,IVR/Online,49,51,-2,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-way-ahead-in-sunshine-state.php,TRUE,
--,Morning Consult,,3/5/2020,3/8/2020,3/10/2020 5:42:00,6112,rv,Online,48,41,7,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
MI,AtlasIntel,,3/7/2020,3/9/2020,3/9/2020 22:41:00,1100,rv,Online,44,46,-2,,,https://projects.fivethirtyeight.com/polls/20200309_MI.pdf,TRUE,
--,Quinnipiac University,,3/5/2020,3/8/2020,3/9/2020 15:03:00,1261,rv,Live Phone,52,41,11,,,https://poll.qu.edu/national/release-detail?ReleaseID=3657,TRUE,
PA,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,725,rv,Online,46,40,6,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,TRUE,
WI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,459,rv,Online,44,42,2,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,TRUE,
MI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:12:00,566,rv,Online,45,41,4,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,TRUE,
MI,Monmouth University,,3/5/2020,3/8/2020,3/9/2020 13:05:00,977,rv,Live Phone,48,41,7,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_mi_030920.pdf/,TRUE,
ND,DFM Research,,3/3/2020,3/6/2020,3/9/2020 11:24:00,400,lv,Live Phone,38,55,-17,,,https://www.inforum.com/opinion/4982684-Port-Poll-shows-Biden-more-competitive-against-Trump-than-Sanders-in-North-Dakota-as-Democrats-prepare-to-vote,TRUE,
MI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,550,lv,Live Phone/Text,44,46,-2,,,https://firehousestrategies.com/analysis/march_battleground_survey/,TRUE,
PA,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,533,lv,Live Phone/Text,44,45,-1,,,https://firehousestrategies.com/analysis/march_battleground_survey/,TRUE,
WI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,502,lv,Live Phone/Text,43,45,-2,,,https://firehousestrategies.com/analysis/march_battleground_survey/,TRUE,
--,SSRS,CNN,3/4/2020,3/7/2020,3/9/2020 7:16:00,1084,rv,Live Phone,53,43,10,,,https://cdn.cnn.com/cnn/2020/images/03/09/rel2a.-.2020.pdf,TRUE,
MI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,43,43,0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,TRUE,
PA,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,47,42,5,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,TRUE,
WI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,42,44,-2,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,TRUE,
UT,RMG Research,Deseret News | Hinckley Institute of Politics,2/24/2020,3/1/2020,3/6/2020 0:14:00,1000,rv,Online,33,50,-17,,,https://www.deseret.com/utah/2020/3/4/21164798/donald-trump-joe-biden-bernie-sanders-election-president-democratic-poll-deseret-news-super-tuesday,TRUE,
MS,Mason-Dixon Polling & Research Inc.,,2/26/2020,2/28/2020,3/5/2020 8:16:00,625,rv,Live Phone,41,56,-15,,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,TRUE,
ME,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,872,rv,IVR,52,42,10,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/MaineResults.pdf,TRUE,
AZ,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,666,rv,IVR,48,47,1,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/ArizonaResults.pdf,TRUE,
GA,University of Georgia,,2/24/2020,3/2/2020,3/4/2020 6:59:00,1117,lv,Live Phone,43,51,-8,,,https://assets.documentcloud.org/documents/6793459/SPIA-GE-Poll-Results.pdf,TRUE,
VA,Hampton University,,2/25/2020,2/28/2020,3/3/2020 0:21:00,768,rv,Online,45,38,7,,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,TRUE,
TX,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 20:07:00,1100,rv,Online,43,47,-4,,,https://projects.fivethirtyeight.com/polls/20200302_TX.pdf,TRUE,
CA,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 17:43:00,1100,rv,Online,62,26,36,,,https://projects.fivethirtyeight.com/polls/20200302_CA.pdf,TRUE,
CO,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:49:00,485,rv,Online,46,43,3,,,https://climatenexus.org/wp-content/uploads/2015/09/Colorado-Poll-Climate-Change-Toplines.pdf,TRUE,
NC,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:47:00,675,rv,Online,46,44,2,,,https://climatenexus.org/wp-content/uploads/2015/09/North-Carolina-Poll-Climate-Change-Toplines.pdf,TRUE,
FL,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:11:00,900,lv,Online,51,40,11,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,TRUE,
--,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:10:00,1000,a,Online,47,40,7,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,TRUE,
CA,YouGov,Stanford University,2/26/2020,2/28/2020,3/2/2020 11:02:00,1507,rv,Online,59,31,28,,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,TRUE,
--,IBD/TIPP,,2/20/2020,2/29/2020,3/2/2020 9:29:00,839,rv,Live Phone,49,46,3,,,https://projects.fivethirtyeight.com/polls/20200304_National.xlsx,TRUE,
NC,East Carolina University,,2/27/2020,2/28/2020,3/1/2020 9:39:00,1288,rv,IVR/Online,48,46,2,,,https://surveyresearch-ecu.reportablenews.com/pr/biden-and-sanders-in-close-race-in-north-carolina-presidential-primary-potential-general-election-matchups-competitive,TRUE,
TX,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2409,rv,Live Phone,45,49,-4,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-TX-NOS-and-Tables_2002281546.pdf,TRUE,
NC,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2120,rv,Live Phone,49,45,4,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,TRUE,
TX,University of Texas at Tyler,Dallas Morning News,2/17/2020,2/26/2020,3/1/2020 6:06:00,1221,rv,Live Phone/Online,44,45,-1,,,https://www.scribd.com/document/449521374/DMN-UTTyler-Poll-February-2020-Registered-voters,TRUE,
MO,Remington Research Group,Missouri Scout,2/26/2020,2/27/2020,2/29/2020 10:06:00,1050,lv,Automated Phone,42,52,-10,,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,TRUE,
SC,AtlasIntel,,2/25/2020,2/28/2020,2/28/2020 18:55:00,1100,rv,Online,42,48,-6,,,https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,TRUE,
--,Morning Consult,,2/23/2020,2/27/2020,2/28/2020 15:26:00,6117,rv,Online,46,42,4,,,https://morningconsult.com/2020-democratic-primary/,TRUE,
--,YouGov,Yahoo,2/26/2020,2/27/2020,2/28/2020 14:44:00,1662,rv,Online,50,41,9,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,TRUE,
CA,"University of California, Berkeley",LA Times,2/20/2020,2/25/2020,2/28/2020 14:34:00,6002,lv,Online,60,31,29,,,https://escholarship.org/uc/item/40m769v7,TRUE,
TX,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:14:00,1003,rv,Live Phone,48,47,1,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_tx.pdf,TRUE,
CA,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:13:00,951,rv,Live Phone,60,35,25,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_ca.pdf,TRUE,
TX,North Star Opinion Research,Univision/University of Houston/Latino Decisions/,2/21/2020,2/26/2020,2/28/2020 12:03:00,1004,rv,Live Phone/Online,43,46,-3,,,https://st1.uvnimg.com/ac/23/c0b90672493cbe07ae750f9b79c9/finalunivisionpolling-tx-weighted.pdf,TRUE,
--,Fox News/Beacon Research/Shaw & Co. Research,,2/23/2020,2/26/2020,2/27/2020 18:14:00,1000,rv,Live Phone,49,41,8,,,https://www.foxnews.com/politics/fox-news-poll-february-23-26-2020,TRUE,
WI,Marquette University Law School,,2/19/2020,2/23/2020,2/27/2020 13:47:00,1000,rv,Live Phone,46,46,0,,,https://law.marquette.edu/poll/wp-content/uploads/2020/02/MLSP58Toplines.pdf,TRUE,
NH,University of New Hampshire,,2/19/2020,2/25/2020,2/27/2020 10:55:00,576,lv,Live Phone,44,46,-2,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1575&context=survey_center_polls,TRUE,
PA,Muhlenberg College,Morning Call,2/12/2020,2/20/2020,2/27/2020 7:06:00,424,rv,Live Phone,47,47,0,,,https://assets.documentcloud.org/documents/6788733/FULL-RESULTS-Morning-Call-Muhlenberg-College.pdf,TRUE,
MT,University of Montana,,2/12/2020,2/22/2020,2/26/2020 20:33:00,498,lv,Online,34,56,-22,,,https://www.umt.edu/bigskypoll/Methodology/Spring2020_Aggregate%20Report%20with%20Xtabs.pdf,TRUE,
--,Ipsos,Reuters,2/19/2020,2/25/2020,2/26/2020 10:57:00,3809,rv,Online,47,40,7,,,https://www.reuters.com/article/us-usa-election-democrats-poll/sanders-surpasses-biden-among-african-american-voters-bloomberg-support-dips-reuters-ipsos-poll-idUSKBN20J2J9,TRUE,
MD,Goucher College,,2/13/2020,2/19/2020,2/25/2020 0:04:00,718,lv,Live Phone,60,35,25,,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Feb-2020-Part-2.pdf,TRUE,
